Name,Count,Percentual
x_id,7314,100
area,3,0.0410172272354389
highway,7314,100
name,4640,63.4399781241455
oneway,2220,30.3527481542248
ref,4908,67.104183757178
junction,385,5.26387749521466
surface,3290,44.982225868198
lanes,2854,39.0210555099809
maxspeed,2010,27.4815422477441
nat_ref,1874,25.6220946130708
lit,311,4.25211922340716
int_ref,107,1.46294777139732
name_de,124,1.69537872573147
name_it,120,1.64068908941756
toll,107,1.46294777139732
cycleway_both,309,4.2247744052502
old_ref,263,3.59584358764014
bridge,775,10.5961170358217
layer,989,13.5220125786164
loc_ref,520,7.10965272080941
cycleway_right,236,3.22668854252119
source_maxspeed,185,2.52939567951873
destination_forward,3,0.0410172272354389
maxheight,63,0.861361771944217
maxweight,119,1.62701668033908
note,76,1.03910308996445
cycleway,14,0.191413727098715
maxspeed_type,70,0.957068635493574
destination_backward,2,0.0273448181569593
tunnel,214,2.92589554279464
bicycle,339,4.63494667760459
foot,338,4.62127426852611
tunnel_name,12,0.164068908941756
access,80,1.09379272627837
horse,66,0.902378999179656
length,1,0.0136724090784796
incline,69,0.943396226415094
tunnel_length,5,0.0683620453923981
short_name,99,1.35356849876948
hgv,62,0.847689362865737
disabled,2,0.0273448181569593
motor_vehicle_conditional,2,0.0273448181569593
psv,10,0.136724090784796
width,174,2.37899917965546
centreline,110,1.50396499863276
motorroad,103,1.4082581350834
alt_name,95,1.29887886245556
parking_lane_both,60,0.820344544708778
parking_condition_right,12,0.164068908941756
parking_condition_right_maxstay,2,0.0273448181569593
parking_lane_right,31,0.423844681432869
loc_name,27,0.36915504511895
embankment,24,0.328137817883511
parking_condition_left,13,0.177741318020235
parking_lane_left,20,0.273448181569593
lanes_backward,33,0.451189499589828
lanes_forward,35,0.478534317746787
turn_lanes_forward,20,0.273448181569593
parking_condition_both,14,0.191413727098715
is_in,5,0.0683620453923981
oneway_psv,4,0.0546896363139185
shortest_name,1,0.0136724090784796
oneway_bicycle,10,0.136724090784796
oneway_conditional,10,0.136724090784796
history,37,0.505879135903746
narrow,4,0.0546896363139185
lanes_psv,2,0.0273448181569593
rcn,3,0.0410172272354389
rcn_ref,3,0.0410172272354389
cutting,16,0.218758545255674
sidewalk,39,0.533223954060705
created_by,8,0.109379272627837
cycleway_left,9,0.123051681706317
cycleway_left_oneway,3,0.0410172272354389
priority_road,1,0.0136724090784796
turn,1,0.0136724090784796
zone_maxspeed,7,0.0957068635493574
turn_lanes_backward,12,0.164068908941756
motor_vehicle,32,0.437517090511348
source,189,2.58408531583265
psv_lanes_forward,5,0.0683620453923981
postal_code,18,0.246103363412633
bus,8,0.109379272627837
goods,1,0.0136724090784796
reg_ref,6,0.0820344544708778
hgv_conditional,2,0.0273448181569593
tourist_bus_conditional,2,0.0273448181569593
destination,7,0.0957068635493574
mtb_scale_uphill,12,0.164068908941756
wikidata,2,0.0273448181569593
wikipedia,2,0.0273448181569593
delivery,8,0.109379272627837
covered,8,0.109379272627837
agricultural,8,0.109379272627837
description_it,54,0.7383100902379
historic_name,15,0.205086136177194
maxwidth,5,0.0683620453923981
cycleway_left_segregated,2,0.0273448181569593
psv_lanes,3,0.0410172272354389
fixme,27,0.36915504511895
destination_ref,2,0.0273448181569593
moped,5,0.0683620453923981
tourist_bus,8,0.109379272627837
bridge_structure,29,0.396499863275909
abandoned_railway,1,0.0136724090784796
railway,1,0.0136724090784796
access_conditional,6,0.0820344544708778
is_in_city,8,0.109379272627837
turn_lanes,17,0.232430954334154
tracktype,7,0.0957068635493574
change_lanes,13,0.177741318020235
name_cim,3,0.0410172272354389
smoothness,30,0.410172272354389
hour_off,1,0.0136724090784796
hour_on,1,0.0136724090784796
motorcar_conditional,1,0.0136724090784796
bicycles,1,0.0136724090784796
vehicles,1,0.0136724090784796
description,34,0.464861908668307
maxlength,4,0.0546896363139185
old_name,2,0.0273448181569593
access_bus,1,0.0136724090784796
maxlength_hgv,5,0.0683620453923981
avalanche_protector_left,3,0.0410172272354389
avalanche_protector_right,2,0.0273448181569593
vehicle,1,0.0136724090784796
noname,6,0.0820344544708778
mapillary,3,0.0410172272354389
maxspeed_source,7,0.0957068635493574
survey_date,3,0.0410172272354389
lanes_psv_forward,4,0.0546896363139185
hgv_forward,1,0.0136724090784796
maxspeed_backward,8,0.109379272627837
maxspeed_forward,5,0.0683620453923981
distance,5,0.0683620453923981
destination_colour,1,0.0136724090784796
destination_symbol,1,0.0136724090784796
note_it,5,0.0683620453923981
service,3,0.0410172272354389
access_lanes,1,0.0136724090784796
psv_lanes_backward,2,0.0273448181569593
operator,6,0.0820344544708778
avalanche_protector_open,4,0.0546896363139185
maxspeed_practical,1,0.0136724090784796
direction,2,0.0273448181569593
maxspeed_lanes_backward,2,0.0273448181569593
maxspeed_lanes_forward,2,0.0273448181569593
mtb_scale,2,0.0273448181569593
sac_scale,1,0.0136724090784796
alt_name_de,1,0.0136724090784796
tourism,1,0.0136724090784796
name_mhn,3,0.0410172272354389
