Name,Count,Percentual
x_id,1046,100
colour,12,1.1472275334608
name,611,58.4130019120459
network,6,0.573613766730402
piste_type,1026,98.0879541108987
ref,409,39.1013384321224
route,49,4.68451242829828
type,38,3.63288718929254
website,8,0.764818355640535
name_de,2,0.191204588910134
operator,6,0.573613766730402
distance,14,1.33843212237094
fixme,26,2.48565965583174
piste_difficulty,999,95.5066921606118
piste_grooming,257,24.5697896749522
source,54,5.16252390057361
FIXME,1,0.0956022944550669
roundtrip,3,0.286806883365201
park_ride,3,0.286806883365201
piste_name,41,3.91969407265774
area,29,2.77246653919694
source_ref,13,1.24282982791587
piste_oneway,68,6.50095602294455
lit,35,3.34608030592734
sport,111,10.6118546845124
highway,154,14.7227533460803
oneway,48,4.58891013384321
ski,42,4.01529636711281
piste_ref,32,3.05927342256214
bridge,32,3.05927342256214
layer,36,3.44168260038241
created_by,1,0.0956022944550669
incline,20,1.91204588910134
bicycle,15,1.434034416826
designation,4,0.382409177820268
disabled,4,0.382409177820268
emergency,4,0.382409177820268
foot,22,2.10325047801147
forestry,4,0.382409177820268
horse,4,0.382409177820268
motor_vehicle,5,0.478011472275335
ref_pat,2,0.191204588910134
surface,17,1.62523900573614
wikipedia,1,0.0956022944550669
aerialway,1,0.0956022944550669
mtb_scale,7,0.669216061185469
sac_scale,26,2.48565965583174
tracktype,23,2.19885277246654
trail_visibility,8,0.764818355640535
history,3,0.286806883365201
fee,1,0.0956022944550669
note,2,0.191204588910134
tunnel,9,0.860420650095602
smoothness,4,0.382409177820268
width,4,0.382409177820268
piste_snowboard,1,0.0956022944550669
x_relations,207,19.7896749521989
mtb_scale_uphill,1,0.0956022944550669
motorcar,12,1.1472275334608
maxspeed,5,0.478011472275335
lanes,2,0.191204588910134
service,1,0.0956022944550669
hgv,1,0.0956022944550669
maxlength,1,0.0956022944550669
oneway_bicycle,1,0.0956022944550669
access,1,0.0956022944550669
leisure,1,0.0956022944550669
