Name,Count,Percentual
x_id,143,100
addr_city,45,31.4685314685315
addr_country,32,22.3776223776224
addr_housenumber,46,32.1678321678322
addr_postcode,45,31.4685314685315
addr_street,48,33.5664335664336
amenity,143,100
building,15,10.4895104895105
contact_website,18,12.5874125874126
name,69,48.2517482517483
operator,46,32.1678321678322
atm,23,16.0839160839161
building_colour,1,0.699300699300699
building_levels,2,1.3986013986014
building_part,1,0.699300699300699
height,1,0.699300699300699
opening_hours,38,26.5734265734266
roof_colour,1,0.699300699300699
roof_shape,1,0.699300699300699
brand,30,20.979020979021
brand_wikidata,28,19.5804195804196
brand_wikipedia,28,19.5804195804196
addr_suburb,7,4.89510489510489
contact_fax,16,11.1888111888112
contact_phone,18,12.5874125874126
description,19,13.2867132867133
ref,23,16.0839160839161
surveillance,17,11.8881118881119
surveillance_type,17,11.8881118881119
surveillance_zone,17,11.8881118881119
wheelchair,7,4.89510489510489
source,3,2.0979020979021
fax,6,4.1958041958042
phone,15,10.4895104895105
wheelchair_description,1,0.699300699300699
layer,1,0.699300699300699
website,3,2.0979020979021
addr_province,6,4.1958041958042
addr_state,6,4.1958041958042
alt_name,1,0.699300699300699
email,2,1.3986013986014
wikidata,1,0.699300699300699
wikipedia,1,0.699300699300699
addr_district,2,1.3986013986014
entrance,2,1.3986013986014
addr_hamlet,1,0.699300699300699
addr_place,1,0.699300699300699
