Name,Count,Percentual
x_id,24,100
amenity,24,100
building,11,45.8333333333333
description,1,4.16666666666667
name,23,95.8333333333333
email,1,4.16666666666667
phone,2,8.33333333333333
source,2,8.33333333333333
website,3,12.5
addr_city,3,12.5
addr_country,1,4.16666666666667
addr_housenumber,3,12.5
addr_postcode,3,12.5
addr_street,3,12.5
cinema_3D,1,4.16666666666667
contact_phone,1,4.16666666666667
contact_website,1,4.16666666666667
drive_in,1,4.16666666666667
operator,1,4.16666666666667
ref_vatin,1,4.16666666666667
screen,2,8.33333333333333
wheelchair,2,8.33333333333333
office,1,4.16666666666667
