Name,Count,Percentual
x_id,173,100
amenity,173,100
building,11,6.35838150289017
name,123,71.0982658959538
addr_city,61,35.2601156069364
addr_housenumber,64,36.9942196531792
addr_postcode,60,34.6820809248555
addr_street,65,37.5722543352601
drive_through,5,2.89017341040462
healthcare,38,21.9653179190751
dispensing,70,40.4624277456647
opening_hours,29,16.7630057803468
operator,28,16.1849710982659
ref_vatin,22,12.7167630057803
wheelchair,23,13.2947976878613
addr_country,37,21.3872832369942
indoor,3,1.73410404624277
level,8,4.6242774566474
room,2,1.15606936416185
email,3,1.73410404624277
phone,13,7.51445086705202
building_colour,1,0.578034682080925
building_part,1,0.578034682080925
height,1,0.578034682080925
roof_colour,1,0.578034682080925
roof_shape,1,0.578034682080925
rooms,1,0.578034682080925
shop,1,0.578034682080925
contact_phone,17,9.82658959537572
ref_vat_it,1,0.578034682080925
surveillance,1,0.578034682080925
contact_email,4,2.3121387283237
contact_website,5,2.89017341040462
ref_msal,5,2.89017341040462
source,4,2.3121387283237
source_start_date,2,1.15606936416185
addr_place,2,1.15606936416185
website,4,2.3121387283237
addr_province,6,3.46820809248555
contact_fax,2,1.15606936416185
contact_mobile,1,0.578034682080925
addr_housename,4,2.3121387283237
layer,1,0.578034682080925
addr_state,4,2.3121387283237
fixme,1,0.578034682080925
alt_name,1,0.578034682080925
addr_district,1,0.578034682080925
name_it,1,0.578034682080925
name_en,1,0.578034682080925
