Name,Count,Percentual
x_id,106,100
amenity,95,89.622641509434
building,9,8.49056603773585
healthcare,106,100
name,78,73.5849056603774
addr_city,34,32.0754716981132
addr_housenumber,33,31.1320754716981
addr_postcode,32,30.188679245283
addr_street,35,33.0188679245283
drive_through,3,2.83018867924528
emergency,11,10.377358490566
importance,1,0.943396226415094
wikidata,1,0.943396226415094
addr_country,8,7.54716981132075
description,1,0.943396226415094
phone,11,10.377358490566
website,4,3.77358490566038
dispensing,24,22.6415094339623
email,4,3.77358490566038
opening_hours,10,9.43396226415094
wheelchair,9,8.49056603773585
operator,6,5.66037735849057
ref_msal,2,1.88679245283019
ref_vatin,3,2.83018867924528
source,2,1.88679245283019
source_start_date,2,1.88679245283019
level,5,4.71698113207547
building_levels,1,0.943396226415094
building_use,1,0.943396226415094
addr_province,1,0.943396226415094
addr_state,1,0.943396226415094
indoor,1,0.943396226415094
healthcare_speciality,8,7.54716981132075
fax,1,0.943396226415094
name_en,2,1.88679245283019
contact_email,1,0.943396226415094
contact_website,1,0.943396226415094
access,1,0.943396226415094
entrance,2,1.88679245283019
addr_unit,1,0.943396226415094
numberplaque,1,0.943396226415094
wheelchair_step_height,1,0.943396226415094
contact_phone,1,0.943396226415094
disabled,1,0.943396226415094
survey_date,1,0.943396226415094
addr_county,1,0.943396226415094
